brand,average_price
Stuhrling Original,291.84666666666664
SummitFashions,67.235
Superior Glove Works,136.14700000000002
Supra,46.34
Susan G Komen,20.0
Svs,132.115
Swear,240.0
Swear London,128.995
Swims,169.0
Swiss Legend,221.37
TA Sandal,24.99
TAG Heuer,384.9875
TAILIAN,29.19
THE ORIGINAL MUCK BOOT CO.,127.47200000000001
THOR,50.37833333333333
TIDING,109.0
TIMBERLAND PRO,85.995
TINGLEY RUBBER,21.96923076923077
TINGLEY RUBBER CORP.,37.142
TOMS,47.834868421052626
TONY LAMA BOOT CO.,175.8557142857143
TOP-BAG,135.485
TOTES ISOTONER,22.656666666666666
TRETORN,48.745
TSUBO,134.995
TUMI,192.64
TW Steel,266.197
TYR,41.0
Tactical 5.11,75.22
Tag Heuer,1103.462
Tallia,4.25
Tasso Elba,5.78
Team Beans,24.99
"Team Beans, L.L.C",226.72
Tecs,8.91
Ted Baker,123.99
Telic,39.96333333333334
Tempco,67.475
Tempur-Pedic,64.95
Tesh,70.27714285714286
Testosterone Shoes,80.995
Teva,46.964
Texas Steer,46.656666666666666
The Generic Man,162.99
The North Face,112.22583333333334
The Original Muck Boot Company,151.98333333333332
TheDapperTie,12.99
TheSiliconValley,10.735
Thomas Earnshaw,330.985
Thorogood,125.0
Thrive Camp Tactical,14.12
Tie Bar,28.27
Tifosi,127.25
Timberland,113.05764705882353
Timberland PRO,129.29500000000002
Timberland Pro,139.594
Timex,40.700909090909086
Tin Haul,305.99
Tingley,15.85
Tissot,935.235
To Boot New York,259.9
Tod's,354.99666666666667
Tom Ford,304.69666666666666
Tommie Copper,3.9176470588235293
Tommy Bahama,57.63666666666666
Tommy Hilfiger,66.4304347826087
Tomount,29.14
Toms Footwear,38.49
Tony Lama,203.9925
TooLoud,20.943125000000002
Top-Flite,6.475
Toptie,16.61
Touch Ups,53.25699999999999
TourMaster,51.99
Townforst,44.19111111111111
Toy Machine,9.98
TrailHeads,21.905
Traser,342.0
Tredsafe,26.39
Tretorn,45.628181818181815
TrevCo,43.95
Trevco,17.380000000000003
Triumphal Arch,10.323333333333332
Trooper America,16.29
Troy Lee Designs,14.815000000000001
Tru-spec,77.87454545454545
True Religion,264.97
Trugel,19.99
Tsubo,116.97
Twisted X,194.48250000000002
Twisted X Boots,129.99
U.S. Polo Assn.,42.06714285714286
UGG,100.17
UNDER ARMOUR,49.99
US Polo Assn,71.995
US Toy,16.36
Ugg Australia,117.08599999999998
Unbranded,57.76014925373134
Unbranded/Generic,12.995454545454544
Under Armor,64.95
Under Armour,78.61898305084745
Unique Bargains,13.802499999999998
Unique's Shop,23.865
Univibe,14.09
Unlisted Kenneth Cole,51.98666666666666
Utopia Wear,20.485
VALUE BRAND,33.69764705882353
VANGODDY,67.47
VANS,48.73321608040201
VENUM,62.71
VIONIC BY ORTHAHEEL,119.95
Van's,39.99
Vans,54.96260869565218
Vans AV78,4.99
Vans Footwear,52.182
Vasque,170.28142857142856
Vega Technical Gear,43.57
Venom,25.66
Versace,269.95
Vesuvio Napoli,17.11
Vibram,97.2475
Viking,97.2525
Vince,45.125
Vine Branch,30.0
Vionic,149.95
Vionic with Orthaheel Technology,176.45
Visconti,127.99
Vision Street Wear,40.42666666666667
Vito Rossi,68.19
Vogue,112.885
Volcom,75.27
Volley,27.594
Von Zipper,59.99
VonZipper,139.0
Voodoo Tactical,73.59333333333333
Vuarnet,89.0
WINTHROP,19.192
WISCONSIN BADGERS,52.0
WISHPETS,19.75625
WIZIKOREA,32.99
WOLVERINE WORLDWIDE,113.76714285714286
WORK MASTER,75.19
Walk Over,19.99
Walleva,30.156666666666666
Warrior Superheat,89.99
Watch Experts,33.95
Weatherproof,32.76777777777777
Weaver Leather,63.45
Weld Guard,76.99
Wells Lamont,26.905714285714286
Wembley,15.49
Westchester,160.49
Whose Lemon,35.64
Wilson,72.475
Wilsons Leather,25.99
Wings & Horns,159.5
Wings + Horns,79.51
Winn International,24.470000000000002
Wishpets,33.065
Wolfbike,20.605
Wolverine,141.06
Wolverine Worldwide,116.24222222222222
Wood N Stream,169.99
Woolrich,114.01272727272726
Work America,80.592
Worksense,19.95
World Famous Sports,44.99
World Of Jewelry,32.483333333333334
Wrangler,21.44157894736842
Wrangler Riggs,19.95
X Loop,8.49
XOB,0.99
Xloop,9.99
Xtratuf,153.42
Xtreme Couture,29.99
Your Wholesale Source,9.0
Yupoong,10.630714285714285
Zanzara,195.0
Zebella,49.1475
Zeckos,49.98333333333333
Zectron Digital,54.95
Zephyr,32.475
Zildjian,30.0
Zoot,61.24
Zorrie,9.18
adidas,110.61252032520325
batman,15.0
craftmanship,43.75
elope,15.18625
ganesha handicraft,45.0
handmade,35.0
handolederco.,105.07
hanes,4.89
iBraggiotti,1151.315
inew(not oakley),15.99
made in Korea,97.85
mizuno,107.0
munsingwear,25.0
new,13.043333333333335
nike,117.796
north face,69.99
ox and bull trading co.,18.28333333333333
peterluckyi,29.99
phone Accessories,89.39
polare,275.74666666666667
puma,1100.0
ralph lauren,34.96
sumaclife,24.47
sunglasses restorer,26.5
teemzone,56.28666666666666
totes,23.54125
unbranded,47.54
under armour,167.49
wings + horns,380.0
